# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 21K of event 'cycles'
# Event count (approx.): 9508675690
#
# Overhead  Command    Shared Object     Symbol                                        
# ........  .........  ................  ..............................................
#
    0.00 :   ffffffff811659a4:       movq    %rdx, %rcx
    0.00 :   ffffffff811659a7:       subq    0x5d8(%rdi), %rcx
    0.00 :   ffffffff811659ae:       cmpq    $0xf423f, %rcx  # imm = 0xF423F
    0.00 :   ffffffff811659b5:       jbe     0xffffffff81165a19 <acct_account_cputime+0x99>
    0.00 :   ffffffff811659b7:       movq    %rdx, 0x5d8(%rdi)
    0.00 :   ffffffff811659be:       movq    0x308(%rsi), %rdx
    0.00 :   ffffffff811659c5:       xorl    %r9d, %r9d
    0.00 :   ffffffff811659c8:       movq    0x330(%rsi), %r8
    0.00 :   ffffffff811659cf:       movq    0x380(%rsi), %rdi
    0.00 :   ffffffff811659d6:       testq   %rdx, %rdx
    0.00 :   ffffffff811659d9:       cmovsq  %r9, %rdx
    0.00 :   ffffffff811659dd:       testq   %r8, %r8
    0.00 :   ffffffff811659e0:       cmovsq  %r9, %r8
    0.00 :   ffffffff811659e4:       addq    %r8, %rdx
    0.00 :   ffffffff811659e7:       xorl    %r8d, %r8d
    0.00 :   ffffffff811659ea:       testq   %rdi, %rdi
    0.00 :   ffffffff811659ed:       cmovsq  %r8, %rdi
    0.00 :   ffffffff811659f1:       addq    %rdi, %rdx
    0.00 :   ffffffff811659f4:       imulq   %rcx, %rdx
  100.00 :   ffffffff811659f8:       shrq    $0xa, %rdx
    0.00 :   ffffffff811659fc:       addq    %rdx, 0x88(%rax)
    0.00 :   ffffffff81165a03:       movq    0x240(%rsi), %rdx
    0.00 :   ffffffff81165a0a:       imulq   %rdx, %rcx
    0.00 :   ffffffff81165a0e:       shrq    $0xa, %rcx
    0.00 :   ffffffff81165a12:       addq    %rcx, 0x810(%rax)
    0.00 :   ffffffff81165a19:       popq    %rbp
    0.00 :   ffffffff81165a1a:       xorl    %eax, %eax
    0.00 :   ffffffff81165a1c:       xorl    %edx, %edx
    0.00 :   ffffffff81165a1e:       xorl    %ecx, %ecx
    0.00 :   ffffffff81165a20:       xorl    %esi, %esi
    0.00 :   ffffffff81165a22:       xorl    %edi, %edi
    0.00 :   ffffffff81165a24:       xorl    %r8d, %r8d
    0.00 :   ffffffff81165a27:       xorl    %r9d, %r9d
    0.00 :   ffffffff81165a2a:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
 Percent |	Source code & Disassembly of elf for cycles (2 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff8127d130 <kmem_cache_free>:
         : 5                ; kmem_cache_free():
    0.00 :   ffffffff8127d130:       pushq   %rbp
    0.00 :   ffffffff8127d131:       movq    %rsp, %rbp
    0.00 :   ffffffff8127d134:       pushq   %r15
    0.00 :   ffffffff8127d136:       pushq   %r14
    0.00 :   ffffffff8127d138:       pushq   %r13
    0.00 :   ffffffff8127d13a:       pushq   %r12
    0.00 :   ffffffff8127d13c:       pushq   %rbx
    0.00 :   ffffffff8127d13d:       movq    %rsi, %rbx
    0.00 :   ffffffff8127d140:       callq   0xffffffff8127cfe0 <cache_from_obj>
    0.00 :   ffffffff8127d145:       testq   %rax, %rax
    0.00 :   ffffffff8127d148:       je      0xffffffff8127d2f3 <kmem_cache_free+0x1c3>
    0.00 :   ffffffff8127d14e:       movq    %rax, %r12
    0.00 :   ffffffff8127d151:       movl    $0x80000000, %eax # imm = 0x80000000
    0.00 :   ffffffff8127d156:       movq    0x8(%rbp), %r14
    0.00 :   ffffffff8127d15a:       addq    %rbx, %rax
    0.00 :   ffffffff8127d15d:       jb      0xffffffff8127d3f2 <kmem_cache_free+0x2c2>
    0.00 :   ffffffff8127d163:       movq    $-0x80000000, %rdx # imm = 0x80000000
   50.45 :   ffffffff8127d16a:       subq    0xea5087(%rip), %rdx # 0xffffffff821221f8 <page_offset_base>
    0.00 :   ffffffff8127d171:       addq    %rdx, %rax
    0.00 :   ffffffff8127d174:       movq    0xea506d(%rip), %rsi # 0xffffffff821221e8 <vmemmap_base>
    0.00 :   ffffffff8127d17b:       shrq    $0xc, %rax
    0.00 :   ffffffff8127d17f:       shlq    $0x6, %rax
    0.00 :   ffffffff8127d183:       addq    %rsi, %rax
    0.00 :   ffffffff8127d186:       movq    0x8(%rax), %rdx
    0.00 :   ffffffff8127d18a:       movq    %rax, %r13
    0.00 :   ffffffff8127d18d:       testb   $0x1, %dl
    0.00 :   ffffffff8127d190:       jne     0xffffffff8127d3a6 <kmem_cache_free+0x276>
    0.00 :   ffffffff8127d196:       nopl    (%rax,%rax)
    0.00 :   ffffffff8127d19b:       movq    (%r13), %rax
    0.00 :   ffffffff8127d19f:       testb   $0x2, %ah
    0.00 :   ffffffff8127d1a2:       movl    $0x0, %eax
    0.00 :   ffffffff8127d1a7:       cmoveq  %rax, %r13
    0.00 :   ffffffff8127d1ab:       jmp     0xffffffff8127d270 <kmem_cache_free+0x140>
    0.00 :   ffffffff8127d1b0:       movq    0x38(%r13), %rcx
    0.00 :   ffffffff8127d1b4:       cmpq    $0x3, %rcx
    0.00 :   ffffffff8127d1b8:       jbe     0xffffffff8127d270 <kmem_cache_free+0x140>
    0.00 :   ffffffff8127d1be:       movq    %r13, %rdx
    0.00 :   ffffffff8127d1c1:       movq    %rbx, %rax
    0.00 :   ffffffff8127d1c4:       andq    $-0x4, %rcx
    0.00 :   ffffffff8127d1c8:       subq    %rsi, %rdx
    0.00 :   ffffffff8127d1cb:       movl    0x20(%r12), %esi
    0.00 :   ffffffff8127d1d0:       sarq    $0x6, %rdx
    0.00 :   ffffffff8127d1d4:       shlq    $0xc, %rdx
    0.00 :   ffffffff8127d1d8:       addq    0xea5019(%rip), %rdx # 0xffffffff821221f8 <page_offset_base>
    0.00 :   ffffffff8127d1df:       subq    %rdx, %rax
    0.00 :   ffffffff8127d1e2:       movl    %eax, %edx
    0.00 :   ffffffff8127d1e4:       imulq   %rsi, %rdx
    0.00 :   ffffffff8127d1e8:       movq    %rcx, %rsi
    0.00 :   ffffffff8127d1eb:       movzbl  0x24(%r12), %ecx
    0.00 :   ffffffff8127d1f1:       shrq    $0x20, %rdx
    0.00 :   ffffffff8127d1f5:       subl    %edx, %eax
    0.00 :   ffffffff8127d1f7:       shrl    %cl, %eax
    0.00 :   ffffffff8127d1f9:       movzbl  0x25(%r12), %ecx
    0.00 :   ffffffff8127d1ff:       addl    %edx, %eax
    0.00 :   ffffffff8127d201:       shrl    %cl, %eax
    0.00 :   ffffffff8127d203:       leaq    (%rsi,%rax,8), %rax
    0.00 :   ffffffff8127d207:       movq    (%rax), %r15
    0.00 :   ffffffff8127d20a:       testq   %r15, %r15
    0.00 :   ffffffff8127d20d:       je      0xffffffff8127d270 <kmem_cache_free+0x140>
    0.00 :   ffffffff8127d20f:       movq    $0x0, (%rax)
    0.00 :   ffffffff8127d216:       movl    0x18(%r12), %esi
    0.00 :   ffffffff8127d21b:       movq    %r15, %rdi
    0.00 :   ffffffff8127d21e:       addq    $0x8, %rsi
    0.00 :   ffffffff8127d222:       callq   0xffffffff8129d4c0 <obj_cgroup_uncharge>
    0.00 :   ffffffff8127d227:       xorl    %edx, %edx
    0.00 :   ffffffff8127d229:       movl    $0xfffffff8, %ecx # imm = 0xFFFFFFF8
    0.00 :   ffffffff8127d22e:       subl    0x18(%r12), %ecx
    0.00 :   ffffffff8127d233:       testb   $0x2, 0xa(%r12)
    0.00 :   ffffffff8127d239:       movq    (%r13), %rax
    0.00 :   ffffffff8127d23d:       movq    %r15, %rdi
    0.00 :   ffffffff8127d240:       sete    %dl
    0.00 :   ffffffff8127d243:       shrq    $0x3a, %rax
    0.00 :   ffffffff8127d247:       movq    -0x7dc999e0(,%rax,8), %rsi
    0.00 :   ffffffff8127d24f:       addl    $0x5, %edx
    0.00 :   ffffffff8127d252:       callq   0xffffffff8129d010 <mod_objcg_state>
    0.00 :   ffffffff8127d257:       callq   0xffffffff810f5f20 <__rcu_read_lock>
    0.00 :   ffffffff8127d25c:       movq    (%r15), %rax
    0.00 :   ffffffff8127d25f:       testb   $0x3, %al
    0.00 :   ffffffff8127d261:       jne     0xffffffff8127d3af <kmem_cache_free+0x27f>
    0.00 :   ffffffff8127d267:       decq    %gs:(%rax)
    0.00 :   ffffffff8127d26b:       callq   0xffffffff810fb830 <__rcu_read_unlock>
    0.00 :   ffffffff8127d270:       nopl    (%rax,%rax)
    0.00 :   ffffffff8127d275:       movl    0x28(%r12), %eax
   49.55 :   ffffffff8127d27a:       addq    %rbx, %rax
    0.00 :   ffffffff8127d27d:       testq   %rbx, %rbx
    0.00 :   ffffffff8127d280:       je      0xffffffff8127d376 <kmem_cache_free+0x246>
    0.00 :   ffffffff8127d286:       movq    %rax, %rdx
    0.00 :   ffffffff8127d289:       bswapq  %rdx
    0.00 :   ffffffff8127d28c:       xorq    0xb8(%r12), %rdx
    0.00 :   ffffffff8127d294:       movq    %rdx, (%rax)
    0.00 :   ffffffff8127d297:       movq    (%r12), %rax
    0.00 :   ffffffff8127d29b:       addq    %gs:0x7ed9878d(%rip), %rax
    0.00 :   ffffffff8127d2a3:       movq    0x8(%rax), %rdx
    0.00 :   ffffffff8127d2a7:       cmpq    %r13, 0x10(%rax)
    0.00 :   ffffffff8127d2ab:       jne     0xffffffff8127d3d3 <kmem_cache_free+0x2a3>
    0.00 :   ffffffff8127d2b1:       movl    0x28(%r12), %ecx
    0.00 :   ffffffff8127d2b6:       movq    (%rax), %rax
    0.00 :   ffffffff8127d2b9:       addq    %rbx, %rcx
    0.00 :   ffffffff8127d2bc:       cmpq    %rbx, %rax
    0.00 :   ffffffff8127d2bf:       je      0xffffffff8127d376 <kmem_cache_free+0x246>
    0.00 :   ffffffff8127d2c5:       movq    0xb8(%r12), %rsi
    0.00 :   ffffffff8127d2cd:       movq    %rcx, %rdi
    0.00 :   ffffffff8127d2d0:       bswapq  %rdi
    0.00 :   ffffffff8127d2d3:       xorq    %rax, %rsi
    0.00 :   ffffffff8127d2d6:       xorq    %rdi, %rsi
    0.00 :   ffffffff8127d2d9:       movq    %rsi, (%rcx)
    0.00 :   ffffffff8127d2dc:       leaq    0x80(%rdx), %rcx
    0.00 :   ffffffff8127d2e3:       movq    (%r12), %rdi
    0.00 :   ffffffff8127d2e7:       leaq    (%rdi), %rsi
    0.00 :   ffffffff8127d2ea:       callq   0xffffffff81b62600 <this_cpu_cmpxchg16b_emu>
    0.00 :   ffffffff8127d2ef:       testb   %al, %al
    0.00 :   ffffffff8127d2f1:       je      0xffffffff8127d297 <kmem_cache_free+0x167>
    0.00 :   ffffffff8127d2f3:       popq    %rbx
    0.00 :   ffffffff8127d2f4:       popq    %r12
    0.00 :   ffffffff8127d2f6:       popq    %r13
    0.00 :   ffffffff8127d2f8:       popq    %r14
    0.00 :   ffffffff8127d2fa:       popq    %r15
    0.00 :   ffffffff8127d2fc:       popq    %rbp
    0.00 :   ffffffff8127d2fd:       xorl    %eax, %eax
    0.00 :   ffffffff8127d2ff:       xorl    %edx, %edx
    0.00 :   ffffffff8127d301:       xorl    %ecx, %ecx
    0.00 :   ffffffff8127d303:       xorl    %esi, %esi
    0.00 :   ffffffff8127d305:       xorl    %edi, %edi
    0.00 :   ffffffff8127d307:       xorl    %r8d, %r8d
    0.00 :   ffffffff8127d30a:       xorl    %r9d, %r9d
    0.00 :   ffffffff8127d30d:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff8127d312:       cmpq    $0x0, 0x48(%r12)
    0.00 :   ffffffff8127d318:       jne     0xffffffff8127d275 <kmem_cache_free+0x145>
    0.00 :   ffffffff8127d31e:       testl   $0x80800, 0x8(%r12) # imm = 0x80800
    0.00 :   ffffffff8127d327:       jne     0xffffffff8127d275 <kmem_cache_free+0x145>
    0.00 :   ffffffff8127d32d:       movl    0x1c(%r12), %edx
    0.00 :   ffffffff8127d332:       xorl    %esi, %esi
    0.00 :   ffffffff8127d334:       movq    %rbx, %rdi
    0.00 :   ffffffff8127d337:       callq   0xffffffff81b6bf80 <memset>
    0.00 :   ffffffff8127d33c:       movl    0x8(%r12), %eax
    0.00 :   ffffffff8127d341:       andl    $0x400, %eax    # imm = 0x400
    0.00 :   ffffffff8127d346:       je      0xffffffff8127d34d <kmem_cache_free+0x21d>
    0.00 :   ffffffff8127d348:       movl    0x58(%r12), %eax
    0.00 :   ffffffff8127d34d:       movl    0x50(%r12), %edi
    0.00 :   ffffffff8127d352:       movl    0x18(%r12), %edx
    0.00 :   ffffffff8127d357:       xorl    %esi, %esi
    0.00 :   ffffffff8127d359:       subl    %edi, %edx
    0.00 :   ffffffff8127d35b:       addq    %rbx, %rdi
    0.00 :   ffffffff8127d35e:       subl    %eax, %edx
    0.00 :   ffffffff8127d360:       callq   0xffffffff81b6bf80 <memset>
    0.00 :   ffffffff8127d365:       movl    0x28(%r12), %eax
    0.00 :   ffffffff8127d36a:       addq    %rbx, %rax
    0.00 :   ffffffff8127d36d:       testq   %rbx, %rbx
    0.00 :   ffffffff8127d370:       jne     0xffffffff8127d286 <kmem_cache_free+0x156>
    0.00 :   ffffffff8127d376:       ud2
    0.00 :   ffffffff8127d378:       testl   $0xfff, %eax    # imm = 0xFFF
    0.00 :   ffffffff8127d37d:       jne     0xffffffff8127d19b <kmem_cache_free+0x6b>
    0.00 :   ffffffff8127d383:       movq    (%rax), %rdx
    0.00 :   ffffffff8127d386:       testl   $0x10000, %edx  # imm = 0x10000
    0.00 :   ffffffff8127d38c:       je      0xffffffff8127d19b <kmem_cache_free+0x6b>
    0.00 :   ffffffff8127d392:       movq    0x48(%rax), %rdx
    0.00 :   ffffffff8127d396:       leaq    -0x1(%rdx), %r13
    0.00 :   ffffffff8127d39a:       andl    $0x1, %edx
    0.00 :   ffffffff8127d39d:       cmoveq  %rax, %r13
    0.00 :   ffffffff8127d3a1:       jmp     0xffffffff8127d19b <kmem_cache_free+0x6b>
    0.00 :   ffffffff8127d3a6:       leaq    -0x1(%rdx), %r13
    0.00 :   ffffffff8127d3aa:       jmp     0xffffffff8127d19b <kmem_cache_free+0x6b>
    0.00 :   ffffffff8127d3af:       movq    0x8(%r15), %rax
    0.00 :   ffffffff8127d3b3:       lock
    0.00 :   ffffffff8127d3b4:       subq    $0x1, (%rax)
    0.00 :   ffffffff8127d3b8:       jne     0xffffffff8127d26b <kmem_cache_free+0x13b>
    0.00 :   ffffffff8127d3be:       movq    0x8(%r15), %rax
    0.00 :   ffffffff8127d3c2:       movq    %r15, %rdi
    0.00 :   ffffffff8127d3c5:       movq    0x8(%rax), %rax
    0.00 :   ffffffff8127d3c9:       callq   0xffffffff81b78180 <__x86_indirect_thunk_rax>
    0.00 :   ffffffff8127d3ce:       jmp     0xffffffff8127d26b <kmem_cache_free+0x13b>
    0.00 :   ffffffff8127d3d3:       movq    %r14, %r9
    0.00 :   ffffffff8127d3d6:       movl    $0x1, %r8d
    0.00 :   ffffffff8127d3dc:       movq    %rbx, %rcx
    0.00 :   ffffffff8127d3df:       movq    %rbx, %rdx
    0.00 :   ffffffff8127d3e2:       movq    %r13, %rsi
    0.00 :   ffffffff8127d3e5:       movq    %r12, %rdi
    0.00 :   ffffffff8127d3e8:       callq   0xffffffff8127cc10 <__slab_free>
    0.00 :   ffffffff8127d3ed:       jmp     0xffffffff8127d2f3 <kmem_cache_free+0x1c3>
    0.00 :   ffffffff8127d3f2:       movq    0xf9fc17(%rip), %rdx # 0xffffffff8221d010 <phys_base>
    0.00 :   ffffffff8127d3f9:       jmp     0xffffffff8127d171 <kmem_cache_free+0x41>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff8104c2c0 <default_send_IPI_self>:
         : 5                ; default_send_IPI_self():
    0.00 :   ffffffff8104c2c0:       pushq   %rbp
  100.00 :   ffffffff8104c2c1:       movq    %rsp, %rbp
    0.00 :   ffffffff8104c2c4:       cmpl    $0x2, %edi
    0.00 :   ffffffff8104c2c7:       jne     0xffffffff8104c2cd <default_send_IPI_self+0xd>
    0.00 :   ffffffff8104c2c9:       jmp     0xffffffff8104c2f0 <default_send_IPI_self+0x30>
    0.00 :   ffffffff8104c2cb:       pause
    0.00 :   ffffffff8104c2cd:       movl    -0xa02d00, %eax
    0.00 :   ffffffff8104c2d4:       testb   $0x10, %ah
    0.00 :   ffffffff8104c2d7:       jne     0xffffffff8104c2cb <default_send_IPI_self+0xb>
    0.00 :   ffffffff8104c2d9:       orl     $0x40000, %edi  # imm = 0x40000
    0.00 :   ffffffff8104c2df:       movl    %edi, -0xa02d00
    0.00 :   ffffffff8104c2e6:       popq    %rbp
    0.00 :   ffffffff8104c2e7:       xorl    %eax, %eax
    0.00 :   ffffffff8104c2e9:       xorl    %edi, %edi
    0.00 :   ffffffff8104c2eb:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff8104c2f0:       movq    0x10d7b89(%rip), %rax # 0xffffffff82123e80 <apic>
    0.00 :   ffffffff8104c2f7:       movq    0x28(%rax), %rax
    0.00 :   ffffffff8104c2fb:       callq   0xffffffff81b78180 <__x86_indirect_thunk_rax>
    0.00 :   ffffffff8104c300:       movl    $0x40400, %edi  # imm = 0x40400
    0.00 :   ffffffff8104c305:       jmp     0xffffffff8104c2df <default_send_IPI_self+0x1f>
 Percent |	Source code & Disassembly of elf for cycles (2 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff810d1e60 <cpuacct_charge>:
         : 5                ; cpuacct_charge():
    0.00 :   ffffffff810d1e60:       pushq   %rbp
  100.00 :   ffffffff810d1e61:       movq    %rsp, %rbp
    0.00 :   ffffffff810d1e64:       movl    0x14(%rdi), %ecx
    0.00 :   ffffffff810d1e67:       movq    0x5f0(%rdi), %rax
    0.00 :   ffffffff810d1e6e:       movq    0x10(%rax), %rdx
    0.00 :   ffffffff810d1e72:       testq   %rdx, %rdx
    0.00 :   ffffffff810d1e75:       je      0xffffffff810d1e95 <cpuacct_charge+0x35>
    0.00 :   ffffffff810d1e77:       movq    0xc8(%rdx), %rax
    0.00 :   ffffffff810d1e7e:       addq    -0x7dedc720(,%rcx,8), %rax
    0.00 :   ffffffff810d1e86:       addq    %rsi, (%rax)
    0.00 :   ffffffff810d1e89:       movq    0xc0(%rdx), %rdx
    0.00 :   ffffffff810d1e90:       testq   %rdx, %rdx
    0.00 :   ffffffff810d1e93:       jne     0xffffffff810d1e77 <cpuacct_charge+0x17>
    0.00 :   ffffffff810d1e95:       popq    %rbp
    0.00 :   ffffffff810d1e96:       xorl    %eax, %eax
    0.00 :   ffffffff810d1e98:       xorl    %edx, %edx
    0.00 :   ffffffff810d1e9a:       xorl    %ecx, %ecx
    0.00 :   ffffffff810d1e9c:       xorl    %esi, %esi
    0.00 :   ffffffff810d1e9e:       xorl    %edi, %edi
    0.00 :   ffffffff810d1ea0:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff81094b80 <task_work_run>:
         : 5                ; task_work_run():
    0.00 :   ffffffff81094b80:       pushq   %rbp
    0.00 :   ffffffff81094b81:       movq    %rsp, %rbp
    0.00 :   ffffffff81094b84:       pushq   %r13
    0.00 :   ffffffff81094b86:       pushq   %r12
    0.00 :   ffffffff81094b88:       pushq   %rbx
    0.00 :   ffffffff81094b89:       movq    %gs:0x22700, %r12
    0.00 :   ffffffff81094b92:       movq    0x378(%r12), %rbx
    0.00 :   ffffffff81094b9a:       xorl    %edx, %edx
    0.00 :   ffffffff81094b9c:       testq   %rbx, %rbx
    0.00 :   ffffffff81094b9f:       je      0xffffffff81094be8 <task_work_run+0x68>
    0.00 :   ffffffff81094ba1:       movq    %rbx, %rax
    0.00 :   ffffffff81094ba4:       lock
    0.00 :   ffffffff81094ba5:       cmpxchgq        %rdx, 0x378(%r12)
    0.00 :   ffffffff81094bae:       jne     0xffffffff81094c0d <task_work_run+0x8d>
    0.00 :   ffffffff81094bb0:       testq   %rbx, %rbx
    0.00 :   ffffffff81094bb3:       je      0xffffffff81094bfc <task_work_run+0x7c>
    0.00 :   ffffffff81094bb5:       leaq    0x8a8(%r12), %r13
    0.00 :   ffffffff81094bbd:       movq    %r13, %rdi
    0.00 :   ffffffff81094bc0:       callq   0xffffffff81b77bc0 <_raw_spin_lock_irq>
    0.00 :   ffffffff81094bc5:       movq    %r13, %rdi
    0.00 :   ffffffff81094bc8:       callq   0xffffffff81b77800 <_raw_spin_unlock_irq>
    0.00 :   ffffffff81094bcd:       movq    %rbx, %rdi
    0.00 :   ffffffff81094bd0:       movq    (%rbx), %rbx
    0.00 :   ffffffff81094bd3:       movq    0x8(%rdi), %rax
    0.00 :   ffffffff81094bd7:       callq   0xffffffff81b78180 <__x86_indirect_thunk_rax>
    0.00 :   ffffffff81094bdc:       callq   0xffffffff81b789b0 <__SCT__cond_resched>
    0.00 :   ffffffff81094be1:       testq   %rbx, %rbx
    0.00 :   ffffffff81094be4:       jne     0xffffffff81094bcd <task_work_run+0x4d>
    0.00 :   ffffffff81094be6:       jmp     0xffffffff81094b92 <task_work_run+0x12>
    0.00 :   ffffffff81094be8:       testb   $0x4, 0x354(%r12)
    0.00 :   ffffffff81094bf1:       je      0xffffffff81094bfc <task_work_run+0x7c>
    0.00 :   ffffffff81094bf3:       movq    $-0x7d976aa0, %rdx # imm = 0x82689560
    0.00 :   ffffffff81094bfa:       jmp     0xffffffff81094ba1 <task_work_run+0x21>
    0.00 :   ffffffff81094bfc:       popq    %rbx
  100.00 :   ffffffff81094bfd:       popq    %r12
    0.00 :   ffffffff81094bff:       popq    %r13
    0.00 :   ffffffff81094c01:       popq    %rbp
    0.00 :   ffffffff81094c02:       xorl    %eax, %eax
    0.00 :   ffffffff81094c04:       xorl    %edx, %edx
    0.00 :   ffffffff81094c06:       xorl    %edi, %edi
    0.00 :   ffffffff81094c08:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff81094c0d:       movq    %rax, %rbx
    0.00 :   ffffffff81094c10:       jmp     0xffffffff81094b9a <task_work_run+0x1a>
 Percent |	Source code & Disassembly of elf for cycles (2 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff81b67680 <sync_regs>:
         : 5                ; sync_regs():
    0.00 :   ffffffff81b67680:       movq    %rdi, %rsi
    0.00 :   ffffffff81b67683:       movq    %gs:0x7e4bb08d(%rip), %rax
    0.00 :   ffffffff81b6768b:       subq    $0xa8, %rax
    0.00 :   ffffffff81b67691:       cmpq    %rdi, %rax
    0.00 :   ffffffff81b67694:       je      0xffffffff81b676a1 <sync_regs+0x21>
    0.00 :   ffffffff81b67696:       movl    $0x15, %ecx
    0.00 :   ffffffff81b6769b:       movq    %rax, %rdi
  100.00 :   ffffffff81b6769e:       rep             movsq   (%rsi), %es:(%rdi)
    0.00 :   ffffffff81b676a1:       xorl    %ecx, %ecx
    0.00 :   ffffffff81b676a3:       xorl    %esi, %esi
    0.00 :   ffffffff81b676a5:       xorl    %edi, %edi
    0.00 :   ffffffff81b676a7:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
 Percent |	Source code & Disassembly of elf for cycles (1 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff81140970 <__cgroup_account_cputime_field>:
         : 5                ; __cgroup_account_cputime_field():
  100.00 :   ffffffff81140970:       pushq   %rbp
    0.00 :   ffffffff81140971:       movq    %rsp, %rbp
    0.00 :   ffffffff81140974:       incl    %gs:0x7eee1d8d(%rip)
    0.00 :   ffffffff8114097b:       movq    0x380(%rdi), %rax
    0.00 :   ffffffff81140982:       addq    %gs:0x7eed50a6(%rip), %rax
    0.00 :   ffffffff8114098a:       cmpl    $0x4, %esi
    0.00 :   ffffffff8114098d:       ja      0xffffffff811409bb <__cgroup_account_cputime_field+0x4b>
    0.00 :   ffffffff8114098f:       cmpl    $0x1, %esi
    0.00 :   ffffffff81140992:       ja      0xffffffff811409c6 <__cgroup_account_cputime_field+0x56>
    0.00 :   ffffffff81140994:       addq    %rdx, 0x8(%rax)
    0.00 :   ffffffff81140998:       movl    %gs:0x7eee1d6d(%rip), %esi
    0.00 :   ffffffff8114099f:       callq   0xffffffff81140240 <cgroup_rstat_updated>
    0.00 :   ffffffff811409a4:       decl    %gs:0x7eee1d5d(%rip)
    0.00 :   ffffffff811409ab:       je      0xffffffff811409cb <__cgroup_account_cputime_field+0x5b>
    0.00 :   ffffffff811409ad:       popq    %rbp
    0.00 :   ffffffff811409ae:       xorl    %eax, %eax
    0.00 :   ffffffff811409b0:       xorl    %edx, %edx
    0.00 :   ffffffff811409b2:       xorl    %esi, %esi
    0.00 :   ffffffff811409b4:       xorl    %edi, %edi
    0.00 :   ffffffff811409b6:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
    0.00 :   ffffffff811409bb:       cmpl    $0xa, %esi
    0.00 :   ffffffff811409be:       jne     0xffffffff81140998 <__cgroup_account_cputime_field+0x28>
    0.00 :   ffffffff811409c0:       addq    %rdx, 0x18(%rax)
    0.00 :   ffffffff811409c4:       jmp     0xffffffff81140998 <__cgroup_account_cputime_field+0x28>
    0.00 :   ffffffff811409c6:       addq    %rdx, (%rax)
    0.00 :   ffffffff811409c9:       jmp     0xffffffff81140998 <__cgroup_account_cputime_field+0x28>
    0.00 :   ffffffff811409cb:       callq   0xffffffff81b789a0 <__SCT__preempt_schedule>
    0.00 :   ffffffff811409d0:       popq    %rbp
    0.00 :   ffffffff811409d1:       xorl    %eax, %eax
    0.00 :   ffffffff811409d3:       xorl    %edx, %edx
    0.00 :   ffffffff811409d5:       xorl    %esi, %esi
    0.00 :   ffffffff811409d7:       xorl    %edi, %edi
    0.00 :   ffffffff811409d9:       jmp     0xffffffff81b787c0 <__x86_return_thunk>
 Percent |	Source code & Disassembly of elf for cycles (2 samples, percent: local period)
----------------------------------------------------------------------------------------------
         :
         :
         : 2                Disassembly of section .text:
         :
         : 4                ffffffff81a11b80 <tcp_wfree>:
         : 5                ; tcp_wfree():
   51.56 :   ffffffff81a11b80:       pushq   %rbp
   48.44 :   ffffffff81a11b81:       movq    %rsp, %rbp
    0.00 :   ffffffff81a11b84:       pushq   %r12
    0.00 :   ffffffff81a11b86:       pushq   %rbx
    0.00 :   ffffffff81a11b87:       movl    0xd0(%rdi), %edx
    0.00 :   ffffffff81a11b8d:       movq    0x18(%rdi), %rbx
    0.00 :   ffffffff81a11b91:       decl    %edx
    0.00 :   ffffffff81a11b93:       movl    %edx, %eax
    0.00 :   ffffffff81a11b95:       negl    %eax
    0.00 :   ffffffff81a11b97:       lock
    0.00 :   ffffffff81a11b98:       xaddl   %eax, 0x154(%rbx)
    0.00 :   ffffffff81a11b9f:       cmpl    %eax, %edx
    0.00 :   ffffffff81a11ba1:       je      0xffffffff81a11c63 <tcp_wfree+0xe3>
    0.00 :   ffffffff81a11ba7:       movl    %eax, %ecx
    0.00 :   ffffffff81a11ba9:       subl    %edx, %ecx
    0.00 :   ffffffff81a11bab:       orl     %eax, %ecx
    0.00 :   ffffffff81a11bad:       js      0xffffffff81a11c88 <tcp_wfree+0x108>
    0.00 :   ffffffff81a11bb3:       movl    0x154(%rbx), %eax
    0.00 :   ffffffff81a11bb9:       cmpl    $0x240, %eax    # imm = 0x240
